,pid1,pid2,cnt,throughput_avg,throughput_std,total_bytes,total_timespent,city1,city2,fips_code1,fips_code2,continent_code1,continent_code2,isp1,isp2,min_ts,max_ts,cnt_neighbour
289,071cc8ed-610d-41c3-9241-d2345b2f4abe,47cde72d-93d8-443b-ae4c-d00f7aa3306c,10,365.10940511227255,145.09212639643357,12832880,39523,Romelanda,Duisburg,SW,GM,Northern Europe,Western Europe,Hi3G Access AB,O2 Deutschland,2020-07-03 15:02:40.113000+00:00,2020-07-03 15:07:09.945000+00:00,19
11082,f484ac62-6e70-4d9a-90ec-213ea3b04d9b,67f6b181-a142-4779-a97b-e9029dd32c4e,72,89.61342570183794,16.85234791054164,14156964,162224,Paris,Bergen,FR,NO,Western Europe,Northern Europe,Expereo International BV,Globalconnect,2020-07-03 20:28:06.746000+00:00,2020-07-03 20:36:15.037000+00:00,11
6871,978d8c5a-e594-4f79-99fc-a7f600dbbd39,cb7cfc9a-07bf-4747-8195-273067318b2c,7,32.242527088308115,20.563436014916356,1087392,38560,Algiers,Blida,AG,AG,Northern Africa,Northern Africa,Algerie Telecom,Algerie Telecom,2020-07-03 16:47:18.626000+00:00,2020-07-03 16:49:05.261000+00:00,11
6531,90e92608-5cf0-491f-88af-bc2035014d5b,d8468b3c-914c-4957-ac7b-b3c92f3f97ec,18,403.0240673659956,100.89837671918418,23321776,61635,Salé,Liège,MO,BE,Northern Africa,Western Europe,Orange Morocco,Proximus Pickx,2020-07-03 20:50:47.767000+00:00,2020-07-03 20:56:29.346000+00:00,14
8504,bb0bddec-784c-4317-a04a-afa83dea7248,d9571112-c8e8-4c3c-b1e9-71b3684815e3,36,435.2402387469055,172.78676038660987,46426976,122402,Atlanta,Gatineau,US,CA,Northern America,Northern America,Comcast Cable,Videotron Ltee,2020-07-03 01:48:19.104000+00:00,2020-07-03 02:43:55.564000+00:00,10
6452,8f4f3830-02a2-4bbe-8ab4-b283966b1a72,1b2f9511-1d53-4b8d-8317-14e85d4b4ba5,3,218.9313409322318,5.7623763782104245,3863400,17656,Burgos,Montreal,SP,CA,Southern Europe,Northern America,Orange Espana,Bell Canada,2020-07-03 13:55:59.123000+00:00,2020-07-03 14:06:51.867000+00:00,6
4474,5f96ba2b-5b7f-4be3-a592-de1b653ed1e3,54229679-ee0f-4b7c-9ff7-f444dc42df81,51,313.3396740186822,70.75514811955276,63821864,213035,New York,Oslo,US,NO,Northern America,Northern Europe,RCN,Get AS,2020-07-03 18:02:40.511000+00:00,2020-07-03 18:48:42.456000+00:00,26
8400,b8458448-aebb-4876-a381-6c35d5b1226a,47cde72d-93d8-443b-ae4c-d00f7aa3306c,3,295.28660059395645,81.22553514051219,3875432,13677,Agadir,Duisburg,MO,GM,Northern Africa,Western Europe,Maroc Telecom,O2 Deutschland,2020-07-03 14:42:23.281000+00:00,2020-07-03 14:43:03.182000+00:00,23
6941,97bf924e-b9af-4e48-8987-a5e901ecc93a,195e3c0d-cedb-4cc9-a33d-9e7ac731cbc3,3,372.0088772885027,70.05666741981669,3914536,10879,Beyne-Heusay,Montreal,BE,CA,Western Europe,Northern America,Orange Belgium,Videotron Ltee,2020-07-03 18:42:10.461000+00:00,2020-07-03 18:45:46.596000+00:00,39
11486,fe6c58ff-cbe8-4d41-b1b8-587852d3ab43,8f319ce1-9222-4789-9393-0cdf33e147bd,27,416.2349536631186,139.7955630281467,34827752,91793,Casablanca,Rabat,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 20:40:55.901000+00:00,2020-07-03 20:46:52.864000+00:00,13
10181,e08f7550-1124-46f7-8282-a9d3305495c3,2f95023d-169d-4639-9ad9-0d9dc5ba266c,97,319.199422832989,68.6023529193915,125605432,411600,Howard Beach,Oujda,US,MO,Northern America,Northern Africa,Verizon Fios,Maroc Telecom ADSL,2020-07-03 18:03:54.931000+00:00,2020-07-03 18:37:25.014000+00:00,18
7352,9ff9ad2e-776e-4236-bfe6-414051781910,99ff0148-ae73-4b6e-9d5a-42ce5360f97c,4,122.29430043710809,18.33419384379576,1794272,14915,Casablanca,Paris,MO,FR,Northern Africa,Western Europe,Maroc Telecom,Wifirst S.A.S.,2020-07-03 21:33:01.478000+00:00,2020-07-03 21:33:15.549000+00:00,14
8820,c1f19a10-283e-4dce-bad7-f592e3df4ebf,ecf0ca6d-64b0-4c19-a79b-679d3d903928,12,287.06618633179846,59.97912816125339,15372384,55557,Piacenza,Zwolle,IT,NL,Southern Europe,Western Europe,Wind Tre,T-Mobile Thuis,2020-07-03 15:31:33.398000+00:00,2020-07-03 15:33:25.074000+00:00,40
6700,948edec6-d937-49f1-b84f-589abf6e366b,217c58d4-580a-44a8-82b2-4921d1d13fd1,2,447.9674241532242,47.35903102681012,2638768,5909,Düsseldorf,Casablanca,GM,MO,Western Europe,Northern Africa,Unitymedia,Inwi Mobile,2020-07-03 21:05:21.938000+00:00,2020-07-03 21:05:35.773000+00:00,12
5110,6d164dcd-1cf8-4c5e-acba-a80078e7693a,4d14cec5-c1d6-4678-8030-2af525c8d826,4,499.0190837447147,97.79401113993573,5157216,10632,Essaouira,Coslada,MO,SP,Northern Africa,Southern Europe,Maroc Telecom,Digi Spain Telecom S.l.u.,2020-07-03 22:07:10.708000+00:00,2020-07-03 22:07:28.846000+00:00,77
9569,d434d679-cb5a-4cf3-aaaa-d2f92ff97c7d,ae7da98b-fc47-40a6-8883-a505b821c9d7,5,728.8171159802438,292.98336765019565,6496152,10361,L'Haÿ-les-Roses,Bergschenhoek,FR,NL,Western Europe,Western Europe,SFR,KPN,2020-07-03 21:54:59.289000+00:00,2020-07-03 21:55:09.940000+00:00,34
1940,2bf392bb-4b74-4d90-9e32-b9ea6804658e,af86d150-323f-4288-9c1f-462a5dc2c753,37,432.1102397777904,130.9178228224872,47537304,120701,Casablanca,Paris,MO,FR,Northern Africa,Western Europe,Orange Morocco,Free SAS,2020-07-03 12:45:13.329000+00:00,2020-07-03 13:11:36.369000+00:00,14
8327,b6d7cfa3-d267-4a84-8100-653c9633abaa,5f96ba2b-5b7f-4be3-a592-de1b653ed1e3,109,531.9627152721793,154.62446759813932,139591128,288504,Surbiton,New York,UK,US,Northern Europe,Northern America,BT,RCN,2020-07-03 14:34:11.706000+00:00,2020-07-03 15:38:51.860000+00:00,8
2007,2de42712-6da7-4d2a-a7fa-86c4f6bdb1ef,2fbc4521-1644-44f6-bfa1-d4a94a757ea0,26,294.2351351960489,55.73041837923205,30186032,103994,Tétouan,Casablanca,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 09:03:22.115000+00:00,2020-07-03 09:41:05.822000+00:00,8
9930,d9571112-c8e8-4c3c-b1e9-71b3684815e3,c930a9e8-c97a-413f-8269-ab99dad92665,6,947.2660302915128,405.2155942231073,7886224,9342,Gatineau,Laval,CA,CA,Northern America,Northern America,Videotron Ltee,Bell Canada,2020-07-03 01:20:28.921000+00:00,2020-07-03 01:21:53.099000+00:00,11
1420,20af67d9-48de-495d-8e8c-8f0fdfe0c80f,3f6bb77f-073f-4178-ae03-5ab1fc2effb1,216,294.18168365859015,50.11565951278059,279256704,979609,Montreal,Beni Mellal,CA,MO,Northern America,Northern Africa,Bell Canada,Maroc Telecom ADSL,2020-07-03 15:59:57.248000+00:00,2020-07-03 16:46:17.422000+00:00,56
7488,a10f1351-9ae7-4c86-80ff-a0699de23a1e,e76fa296-dcd7-403e-8308-f1e586a19ef3,8,227.31512094242225,64.42000884989605,3576512,17418,Khouribga,Karlsruhe,MO,GM,Northern Africa,Western Europe,Maroc Telecom,Unitymedia,2020-07-03 13:34:49.598000+00:00,2020-07-03 13:35:13.942000+00:00,15
10955,f279f325-7ea0-456f-9e96-739aa68e98ab,a1bb322c-f66c-4bd5-86f3-d7edd81aa3b6,14,259.599663631245,29.615427463118586,18101392,70485,Oelde,Montreal,GM,CA,Western Europe,Northern America,Deutsches Forschungsnetz,Bell Canada,2020-07-03 01:15:52.091000+00:00,2020-07-03 01:39:29.974000+00:00,21
7020,98cd67f7-ed98-4cb8-aac1-63b45fe02c52,1c4f5200-6a67-4f8a-b849-ec1be3a4c0db,5,323.4320977435382,61.55562305575252,6429976,20542,Granada,Marrakesh,SP,MO,Southern Europe,Northern Africa,Vodafone Spain,Maroc Telecom ADSL,2020-07-03 21:56:31.497000+00:00,2020-07-03 21:57:09.303000+00:00,15
3072,413f1bab-320a-4821-8273-08860dd90591,9d487ee4-4fc7-4ac8-a1c4-1a492ea7f297,2,606.7931766263534,117.2454834593268,2557552,4284,Tangier,Antequera,MO,SP,Northern Africa,Southern Europe,Orange Morocco,Electrovideo Utrera S.A.,2020-07-03 20:55:08.878000+00:00,2020-07-03 20:55:14.404000+00:00,16
2218,33cbf412-5892-4a55-b140-56f7a07a5a0f,4348dcb7-a3ed-4ecd-85c9-a6289f412686,8,324.1253456046893,64.75050937215211,10362560,33157,Marrakesh,Amsterdam,MO,NL,Northern Africa,Western Europe,Maroc Telecom,Tele2 Nederland,2020-07-03 21:48:53.286000+00:00,2020-07-03 21:51:38.713000+00:00,7
10569,e84eef06-2ebc-4d33-b1aa-46ae6cde665d,b991f564-2959-4024-bab7-eca59362eabd,13,433.4986080855542,71.81600614022449,16681240,39637,Casablanca,Madrid,MO,SP,Northern Africa,Southern Europe,Orange Morocco,Masmovil,2020-07-03 13:09:56.004000+00:00,2020-07-03 13:13:08.331000+00:00,10
7619,a35dcec7-b1b6-44d6-8064-370326d55a44,b52bf9a5-da52-4e61-b97b-aeb73bf81d11,17,320.6958013555142,68.64288606087374,21949752,71244,Gargenville,Longueuil,FR,CA,Western Europe,Northern America,Bouygues Telecom,Bell Canada,2020-07-03 19:55:22.729000+00:00,2020-07-03 19:59:22.778000+00:00,15
1163,1c46953e-3acf-4ce4-9b93-22c7e722691f,38b3ae49-6c92-44a7-94e4-d29f03368fb1,10,356.83076347144475,80.86232654724311,12959216,38150,Perpignan,Pilar de la Horadada,FR,SP,Western Europe,Southern Europe,Bouygues Telecom,"Concisa, Comunicacion, Marketing y Servicios S.L.",2020-07-03 19:08:36.182000+00:00,2020-07-03 19:19:43.838000+00:00,11
6012,8652c3b0-3ef3-4182-928d-7cd6d22ddae7,878c7ebb-430e-4e10-9e28-d48c9a69f025,25,482.54813885418497,177.7958425722906,32273208,76986,Montreal,Piscataway,CA,US,Northern America,Northern America,Bell Canada,Optimum Online,2020-07-03 22:21:51.620000+00:00,2020-07-03 22:34:11.109000+00:00,9
10310,e28b93eb-45ef-40d2-a43b-12669d8ec20e,a0312b43-ee83-454c-a713-36e8efc98a2d,64,345.4415061757817,113.62407889034841,82780160,268264,Oostrum,Tumba,NL,SW,Western Europe,Northern Europe,KPN,IP-Only Networks AB,2020-07-03 20:13:30.359000+00:00,2020-07-03 20:23:03.941000+00:00,9
2948,3e906b6a-03d9-4035-b024-9d5370d7c4c3,27d35454-c90a-45bb-a77f-ff9e8ae2608b,5,50.15852901056692,24.495104425704017,597088,15229,Algiers,Djelfa,AG,AG,Northern Africa,Northern Africa,Algerie Telecom,Algerie Telecom,2020-07-03 12:18:37.585000+00:00,2020-07-03 12:21:12.400000+00:00,7
8248,b3d7c7e3-639b-4d2a-8530-4e5e26c0f32d,0e11a3ca-d838-438d-ba3f-957f259c2bc9,135,380.80419899213325,107.69117736797993,174472648,496047,Kenitra,Milton Keynes,MO,UK,Northern Africa,Northern Europe,Maroc Telecom ADSL,Sky Broadband,2020-07-03 20:48:37.088000+00:00,2020-07-03 21:59:54.081000+00:00,11
6575,922f26af-15fb-4bab-aa6c-4c74b30ce6ac,5bac8b8d-b0a3-4dc5-8a4c-3dbb03d982ce,8,381.98728657550066,125.00204655952957,10218176,29352,Amsterdam,Toulouse,NL,FR,Western Europe,Western Europe,Tele2 Nederland,Wifirst S.A.S.,2020-07-03 09:15:46.926000+00:00,2020-07-03 09:21:39.178000+00:00,6
5703,7eaa1921-23e0-4805-a5bd-190dd5a942ee,9908c11d-9f68-47c5-b115-6075b3c4d1e9,11,254.7388258564209,26.10100992071232,13970280,55356,Madrid,Lochem,SP,NL,Southern Europe,Western Europe,Digi Spain Telecom S.l.u.,KPN,2020-07-03 23:19:15.972000+00:00,2020-07-03 23:34:09.857000+00:00,8
9251,cc4d67d3-bffd-411d-8e66-7c3ff6eb4360,33cbf412-5892-4a55-b140-56f7a07a5a0f,3,379.2374855053766,188.6024857168705,3911528,11895,Zaragoza,Marrakesh,SP,MO,Southern Europe,Northern Africa,Orange Espana,Maroc Telecom,2020-07-03 21:34:17.395000+00:00,2020-07-03 21:38:56.678000+00:00,6
1273,1d8dfe33-254d-437f-854f-ff0de4fb6a64,3f6b3ed9-7410-4f00-9b0b-2ba99ef3fe47,7,247.5379430870147,48.25512250085357,8900296,36943,Geleen,Tangier,NL,MO,Western Europe,Northern Africa,Euronet Communications B.V.,Maroc Telecom,2020-07-03 12:02:23.981000+00:00,2020-07-03 12:26:05.293000+00:00,7
8836,c213e5e3-d912-4367-ba8f-1a42c4a69880,136e044d-1a77-4582-8b54-5adb33c3041e,183,482.4908101568431,168.5584327659751,235583176,558194,Schopp,Oslo,GM,NO,Western Europe,Northern Europe,Deutsche Telekom AG,Telenor Norge,2020-07-03 18:11:56.821000+00:00,2020-07-03 19:26:52.334000+00:00,8
10190,e0cf0f20-75b5-46df-8761-dfd49353f684,7e2c33ed-cbef-4824-adf4-f8ee245817fd,4,507.38819862915375,27.055782907832388,3668256,7237,Monsummano Terme,Paris,IT,FR,Southern Europe,Western Europe,Telecom Italia,Bouygues Telecom,2020-07-03 18:22:00.695000+00:00,2020-07-03 18:22:06.519000+00:00,6
1010,1860f7d5-bf45-4ef4-baeb-7cb05ce6d0ec,cc4d67d3-bffd-411d-8e66-7c3ff6eb4360,30,631.2997835025374,195.24038834858496,38739280,67262,Les Mureaux,Zaragoza,FR,SP,Western Europe,Southern Europe,SFR,Orange Espana,2020-07-03 21:34:07.864000+00:00,2020-07-03 21:41:41.133000+00:00,11
5112,6d164dcd-1cf8-4c5e-acba-a80078e7693a,3be4d7e0-ac7f-4321-8441-fb91497bc52d,21,538.1678191600199,160.80802412589685,27245336,55749,Essaouira,Daimiel,MO,SP,Northern Africa,Southern Europe,Maroc Telecom,ServiHosting Networks S.L.,2020-07-03 21:54:05.176000+00:00,2020-07-03 22:16:03.703000+00:00,77
8467,ba1376ab-b1c7-4c18-8e57-8e58f98aa0be,2480b5a0-9110-4969-96c5-451f7033012e,226,256.8906827787179,39.090030298122116,290558512,1154135,Casablanca,Frankfurt am Main,MO,GM,Northern Africa,Western Europe,Maroc Telecom,Unitymedia,2020-07-03 22:38:18.020000+00:00,2020-07-03 23:30:34.255000+00:00,6
3992,5672aceb-dc8b-4bf7-967f-3c1591124977,0889a871-2674-477d-9349-db399eb0d32a,10,472.4431292354699,179.78718085437532,12968240,32770,Khouribga,Brussels,MO,BE,Northern Africa,Western Europe,Orange Morocco,Proximus Pickx,2020-07-03 21:06:37.584000+00:00,2020-07-03 21:20:43.654000+00:00,11
3331,46bc7f30-1c46-448a-a33f-ba1cc2138958,3346373c-3c76-4cdf-ad72-0c6fb73dcc19,10,113.71612352976015,20.85776575674716,4518768,41004,Salé,Johor Bahru,MO,MY,Northern Africa,South-Eastern Asia,Maroc Telecom,Maxis Communications,2020-07-03 12:00:14.514000+00:00,2020-07-03 12:00:54.529000+00:00,11
1770,291860b6-8196-4731-a793-808938192a91,3471c9e1-cec1-4a2b-91f3-81a18d770678,4,309.19956016915455,82.59670845897402,5208352,17691,Casablanca,Mortsel,MO,BE,Northern Africa,Western Europe,Inwi Mobile,Telenet,2020-07-03 00:08:27.594000+00:00,2020-07-03 00:09:43.820000+00:00,7
4997,6cc1e2fb-4249-408a-9316-a8903c31bed2,ebe03354-bad9-4193-b856-f9450b95a0d6,3,268.41433302829046,43.089126934029586,3908520,14828,Kensington,Clichy,UK,FR,Northern Europe,Western Europe,Virgin Media,SFR,2020-07-03 13:03:49.961000+00:00,2020-07-03 13:06:34.654000+00:00,18
6682,9486eaed-10c6-43ef-892b-f617d834710a,9164a1d5-9dab-4629-b12f-98a44942f4bf,14,503.8831909618348,234.82507793894595,18402192,43589,Berlin,Grenoble,GM,FR,Western Europe,Western Europe,Vodafone Kabel Deutschland,Free SAS,2020-07-03 19:09:53.928000+00:00,2020-07-03 19:37:47.215000+00:00,20
6943,97bf924e-b9af-4e48-8987-a5e901ecc93a,596efb4f-21bf-4a15-80c4-93f73fa798ee,70,302.95223291398923,80.69666728364041,90858896,317524,Beyne-Heusay,Cologne,BE,GM,Western Europe,Western Europe,Orange Belgium,NetCologne GmbH,2020-07-03 13:58:48.896000+00:00,2020-07-03 16:40:28.115000+00:00,39
10440,e54dd234-3f63-48d2-b196-db6a68e40eea,4f2fd845-3539-44e2-bdad-abbfe80e6916,2,171.23707387046653,23.433444164237702,1811568,10669,Larache,Almere Stad,MO,NL,Northern Africa,Western Europe,Maroc Telecom ADSL,KPN,2020-07-03 23:05:41.363000+00:00,2020-07-03 23:05:46.337000+00:00,9
3856,532ace97-805f-4215-b9fc-a71c1da87a3d,723b727f-a135-403b-bf90-91e438ced717,343,952.5181296686783,345.39390394625343,442590728,547228,La Louvière,Paris,BE,FR,Western Europe,Western Europe,Proximus Pickx,Free SAS,2020-07-03 07:17:01.895000+00:00,2020-07-03 08:29:32.479000+00:00,20
228,0407fcae-6587-44b4-80a2-846e578ad876,c76ccc70-d302-42eb-b8ad-102f95d04e55,122,572.4626391212793,261.60686309814855,154960880,314132,Bonn,Paris,GM,FR,Western Europe,Western Europe,Unitymedia,SFR,2020-07-03 20:28:17.928000+00:00,2020-07-03 21:25:27.843000+00:00,7
2894,3dbbeda9-8444-402a-8ae7-fa20ffeaefb3,24745bbc-07b2-4bae-a31a-4507d44d40d6,70,939.0168202606227,297.2959562497464,90227216,108680,Pilar de la Horadada,Antequera,SP,SP,Southern Europe,Southern Europe,"Concisa, Comunicacion, Marketing y Servicios S.L.",Electrovideo Utrera S.A.,2020-07-03 16:01:33.727000+00:00,2020-07-03 16:17:39.886000+00:00,12
7176,9c8d796e-01d9-49a7-acfc-b67bc67bac5f,10a0399e-f55b-48a5-a8fe-9114e67e7fd7,3,352.08105411859066,30.670651249153025,3526504,10131,San Sebastián de La Gomera,Zwanenburg,SP,NL,Southern Europe,Western Europe,Jazztel,KPN,2020-07-03 22:38:01.307000+00:00,2020-07-03 22:38:55.374000+00:00,13
8759,bffc6413-192d-4ba9-b1a1-d33853120cb9,d4bd00ea-2b72-44e1-9744-c7da2b15deca,47,219.43809781313877,41.943167421083736,52353864,234638,Azilal,Temara,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Orange Morocco,2020-07-03 21:47:27.279000+00:00,2020-07-03 22:21:23.202000+00:00,6
9363,cf2b972b-ef74-4878-9c61-c21c97bd4098,77fd300d-dceb-42d6-ac14-bf5c978869a2,2,250.31452348798308,45.31256858834769,2515440,10204,Gardner,Pilar de la Horadada,US,SP,Northern America,Southern Europe,Comcast Cable,"Concisa, Comunicacion, Marketing y Servicios S.L.",2020-07-03 01:31:35.624000+00:00,2020-07-03 01:31:40.312000+00:00,9
4402,5e48dbe5-3df2-48fa-b54d-057912b0cee5,fd0c9373-08ec-4d28-b93d-35889c1b6352,5,282.3052450023275,55.42782580818211,6417944,23457,Dubai,Rennes,AE,FR,Western Asia,Western Europe,Etisalat,SFR,2020-07-03 10:55:01.485000+00:00,2020-07-03 11:02:45.400000+00:00,6
3825,52061fe5-c5a1-4e3b-94e2-a3cbad8483be,a7619bf8-434f-40df-980b-948af46da7fb,60,920.2267248739648,334.4577469602858,77156704,97769,Brussels,Paris,BE,FR,Western Europe,Western Europe,Scarlet Belgium,Free SAS,2020-07-03 18:39:37.494000+00:00,2020-07-03 18:50:13.450000+00:00,10
10650,ec19c020-9be6-4ecd-86b3-00d02ca47f33,4ad1218e-723b-444d-8efd-893f6fd64d7d,26,109.08832444651081,51.43451027736355,12691504,142160,Monsummano Terme,Marrakesh,IT,MO,Southern Europe,Northern Africa,Telecom Italia,Maroc Telecom,2020-07-03 22:10:34.923000+00:00,2020-07-03 22:15:56.441000+00:00,8
2771,3c2cf4d9-6f49-4cb8-985a-23ef1a91de6b,2de5da18-1d1d-4d45-a3f9-1ef068272672,19,319.616993234187,77.99855500042102,24477224,80755,Madrid,Bologna,SP,IT,Southern Europe,Southern Europe,Jazztel,Telecom Italia,2020-07-03 08:32:11.179000+00:00,2020-07-03 08:48:52.807000+00:00,12
4543,6187e0af-05a6-44c2-903c-e52e89cac1c0,830f63b2-ddae-4e65-a234-c52ac01db5f9,8,351.43235039748515,104.77745121361295,10374592,31881,Cologne,Arnhem,GM,NL,Western Europe,Western Europe,NetCologne GmbH,KPN,2020-07-03 19:16:12.835000+00:00,2020-07-03 19:18:42.889000+00:00,14
4075,57381c64-775b-4148-9408-6f498a21fe1a,a00d3e96-a5be-4a2c-a468-1cf8df5492f7,76,466.82587743633877,169.412889631108,98278880,238197,Herstal,Budapest,BE,HU,Western Europe,Eastern Europe,VOO,Kalasznet Kabel TV Kft,2020-07-03 11:36:21.568000+00:00,2020-07-03 17:57:32.515000+00:00,34
7311,9f6d0a66-e62b-493c-90b5-30462f8ec5a6,6a1019dd-295e-4e14-9a28-e90102f091ec,138,302.7209155337097,68.25608954111163,177866800,617240,Rutland,Geluwe,US,BE,Northern America,Western Europe,Comcast Cable,Telenet,2020-07-03 16:54:43.120000+00:00,2020-07-03 17:52:26.522000+00:00,7
9460,d0ea9a19-d507-44a6-9d28-3efbe6fdc91b,f965ea35-d4f3-48df-afa6-92efab5fd17c,12,338.7859213485878,79.48608388047089,15628064,48874,Dortmund,Leicester,GM,UK,Western Europe,Northern Europe,Unitymedia,Virgin Media,2020-07-03 20:20:41.894000+00:00,2020-07-03 20:30:45.494000+00:00,10
11223,f877bc07-a991-4594-8550-e828a5a51bf3,f7d17371-a802-46b8-8378-58f3e0106b2d,65,381.5134500588701,100.20292782042726,83628792,234809,Lanaken,Montreal,BE,CA,Western Europe,Northern America,Telenet,Fibrenoire Internet,2020-07-03 17:08:17.588000+00:00,2020-07-03 17:52:14.622000+00:00,13
9318,ce29ed15-1f5f-4892-9c87-97dfe52626e1,f20f1916-3bd4-4284-b1a2-d529888b5478,65,316.90347890677947,98.50183915081558,83911544,285229,Veenendaal,Greenwich,NL,UK,Western Europe,Northern Europe,KPN,TalkTalk,2020-07-03 21:07:39.256000+00:00,2020-07-03 21:35:11.433000+00:00,9
2503,38ee53ff-c4ee-4604-b095-9fc50a3724bd,bc815cfc-13b4-4e73-982e-874113015b5c,240,457.30814041639223,130.71505595969842,310729408,737839,Casablanca,Stavanger,MO,NO,Northern Africa,Northern Europe,Orange Morocco,Altibox AS,2020-07-03 21:11:06.345000+00:00,2020-07-03 22:17:03.792000+00:00,17
9354,cf102a0d-5b35-427e-9cde-fcdd119b7734,d788e3d9-d6cd-44ac-aa26-5bcb6e00aca1,40,323.7116969362428,79.13103697397293,51912064,169551,Slattum,Torrejón de Ardoz,NO,SP,Northern Europe,Southern Europe,Get AS,Orange Espana,2020-07-03 20:03:43.454000+00:00,2020-07-03 20:28:33.602000+00:00,8
6467,901b6c24-d9f3-40ed-8459-6ef43c2fc805,0393280c-7cce-4845-b7be-3d37862dfa6a,2,258.9260145636435,7.781623440643789,2626736,10155,Västerås,Champigny-sur-Marne,SW,FR,Northern Europe,Western Europe,Telenor Sverige AB,SFR,2020-07-03 23:35:32.855000+00:00,2020-07-03 23:41:18.030000+00:00,7
2895,3dc255fd-498b-4dc1-8995-bbc258e6f717,dbb579dc-cf91-4fcb-8d94-555816920c2b,11,280.52905538714003,60.49721756181541,14117672,52221,Saint Paul,Tours,US,FR,Northern America,Western Europe,Comcast Cable,SFR,2020-07-03 16:34:29.854000+00:00,2020-07-03 17:04:49.297000+00:00,19
5001,6cc1e2fb-4249-408a-9316-a8903c31bed2,6915a169-2684-4851-9607-af6853ceab41,526,570.2565468868205,146.01663543353737,678255120,1289606,Kensington,Paris,UK,FR,Northern Europe,Western Europe,Virgin Media,Free SAS,2020-07-03 11:21:17.260000+00:00,2020-07-03 13:09:33.272000+00:00,18
2095,2fbc4521-1644-44f6-bfa1-d4a94a757ea0,9e83efa5-babf-4b6f-ac20-a58d41707fb3,105,1012.0698597780248,738.8648019812456,100882680,159008,Casablanca,Rabat,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 09:42:33.515000+00:00,2020-07-03 10:27:55.135000+00:00,8
8742,bfd9f6b3-e6db-4eb2-986b-e05f7edb1e22,95755f97-28f2-4561-b07a-2f8644c467ef,3,173.9845011302252,37.57605779768322,2831656,16020,Liège,Wilhelmshaven,BE,GM,Western Europe,Western Europe,Proximus Pickx,Vodafone Kabel Deutschland,2020-07-03 12:19:17.607000+00:00,2020-07-03 12:39:25.576000+00:00,30
4754,681fb8db-4144-4ce2-b7e1-46ba45798102,ffc56c80-9334-44ef-92f9-cac3850f1005,5,226.36814063746397,18.066827095180233,6460056,28673,Aulnay-sous-Bois,Seraing,FR,BE,Western Europe,Western Europe,SFR,VOO,2020-07-03 20:57:37.531000+00:00,2020-07-03 20:58:12.556000+00:00,6
942,16f5bcdb-c911-4d0e-88da-0715f05f501f,922e6706-a757-4a07-a276-83a69f218f30,4,475.96358879893876,186.4518392966656,5145184,12124,Wirral,Madrid,UK,SP,Northern Europe,Southern Europe,Sky Broadband,Masmovil,2020-07-03 20:38:18.545000+00:00,2020-07-03 21:02:53.685000+00:00,23
5728,7f483aa5-ba7c-4125-b1cf-a13e3d072316,f14276de-f6a1-478c-95f3-80decb04882b,67,352.17339270086256,62.19137511761598,83455080,244305,Rabat,Paris,MO,FR,Northern Africa,Western Europe,Maroc Telecom,Free SAS,2020-07-03 18:35:46.209000+00:00,2020-07-03 18:48:32.524000+00:00,25
5857,82482204-6cbb-4458-aa75-6531fee3ced5,b806492b-13ec-4ccd-90a3-7b8cea0222b2,5,268.0510923974818,50.655600665099975,6381848,24430,Salé,North Bergen,MO,US,Northern Africa,Northern America,Maroc Telecom,Digital Ocean,2020-07-03 16:53:09.079000+00:00,2020-07-03 16:54:15.388000+00:00,21
7244,9e52360a-7b35-46e3-a313-b60cb447f28a,e74282aa-16c2-4bcb-a79a-44535ef25db7,11,416.58975678347565,120.74953942852459,14075560,36871,Rabat,Laayoune,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 12:53:19.049000+00:00,2020-07-03 13:09:56.305000+00:00,7
4407,5e49bf6e-3a03-44c1-9be6-cc89a151e9fd,722516f6-aa89-48fc-b75e-f7bddabd6ce8,15,568.4980678127824,162.52332945064254,19416264,37493,Rabat,Brussels,MO,BE,Northern Africa,Western Europe,Maroc Telecom,Telenet,2020-07-03 11:43:13.826000+00:00,2020-07-03 11:49:49.629000+00:00,6
529,0b052bb7-873f-4de1-83fd-6cf7fbe2a621,f83b8428-dec1-4b7e-b706-b0c787f2f123,11,761.7746250251364,301.4348324551664,14174824,21774,Hamelin,Caen,GM,FR,Western Europe,Western Europe,O2 Deutschland,Orange,2020-07-03 13:56:58.223000+00:00,2020-07-03 14:06:28.449000+00:00,8
1781,293bd88a-9d5f-4f1a-b3b8-8915a59ee25f,ac8d875b-0a13-428c-b6ea-f86c019a1cc8,2,157.0441594526956,8.06826403977175,1793520,11430,Rabat,Montreal,MO,CA,Northern Africa,Northern America,Orange Morocco,Oricom Internet,2020-07-03 15:09:48.145000+00:00,2020-07-03 15:10:10.979000+00:00,7
