,pid1,pid2,cnt,throughput_avg,throughput_std,total_bytes,total_timespent,city1,city2,fips_code1,fips_code2,continent_code1,continent_code2,isp1,isp2,min_ts,max_ts,cnt_neighbour
548,0c2041d1-341a-4904-a0a3-c9ad25c4843b,a4c13d8c-ecc3-43d5-ab12-c5c0f3c2286b,49,509.7191403362308,172.6258974918979,62873592,138134,Algeciras,Ravenna,SP,IT,Southern Europe,Southern Europe,Vodafone Spain,Telecom Italia,2020-07-03 20:25:08.457000+00:00,2020-07-03 21:02:01.429000+00:00,6
4472,5f96ba2b-5b7f-4be3-a592-de1b653ed1e3,b6d7cfa3-d267-4a84-8100-653c9633abaa,83,322.3860523130484,90.764683322497,104820904,347892,New York,Surbiton,US,UK,Northern America,Northern Europe,RCN,BT,2020-07-03 14:34:02.376000+00:00,2020-07-03 15:40:41.179000+00:00,26
7101,9a835935-379c-466d-8f5e-7bb3754688a9,15799939-b043-44d1-8bcf-8f9c19532c58,2,24.920964088534703,10.553166483048347,275420,11974,Toulouse,Constantine,FR,AG,Western Europe,Northern Africa,Wifirst S.A.S.,Algerie Telecom,2020-07-03 17:07:50.995000+00:00,2020-07-03 17:09:12.866000+00:00,16
11085,f484ac62-6e70-4d9a-90ec-213ea3b04d9b,27a05f8b-a5b1-4901-ba1e-03c9af0cf90c,40,53.41182492581977,15.908996521945387,6309656,125183,Paris,Ghardaïa,FR,AG,Western Europe,Northern Africa,Expereo International BV,Algerie Telecom,2020-07-03 19:57:41.445000+00:00,2020-07-03 20:08:06.166000+00:00,11
8375,b834ff38-cc1b-4c5e-b2ca-aabb944d6471,1dff2d27-4efe-40a6-8782-e7f47050daec,33,707.7765262713535,267.76591819642607,43020792,71455,Barcelona,Alcoy,SP,SP,Southern Europe,Southern Europe,Orange Espana,Telefonica de Espana,2020-07-03 23:32:45.399000+00:00,2020-07-03 23:46:40.551000+00:00,7
11341,fb2e3ae3-da5d-4182-be78-ee64f65a804c,ae3b82ac-6164-4cd3-a86a-d1276fa6f449,34,229.16955633682616,31.52700346414552,44034864,195574,Doha,Paris,QA,FR,Western Asia,Western Europe,OOREDOO,Free SAS,2020-07-03 19:58:57.413000+00:00,2020-07-03 20:31:51.916000+00:00,17
8839,c256eb0d-8193-4e89-93f6-d3cefd841c2a,ab97bb26-9541-4035-8039-be8dee19f321,30,1008.4730703540979,671.9359464996116,38757328,57870,Fontenay-sous-Bois,Deventer,FR,NL,Western Europe,Western Europe,SFR,KPN,2020-07-03 21:55:49.376000+00:00,2020-07-03 22:15:04.772000+00:00,6
10970,f3432315-7dd1-4b11-8f5b-14504cce277b,a3b46e8e-7bc4-41b0-beef-97041201b441,7,300.74851567321434,74.08657245683527,9005576,31547,Madrid,Brussels,SP,BE,Southern Europe,Western Europe,Digi Spain Telecom S.l.u.,Proximus Pickx,2020-07-03 21:11:27.601000+00:00,2020-07-03 21:22:24.438000+00:00,6
4258,5bd30595-be0f-4376-a7c2-c9054f1fe99c,f5baa482-a496-4457-b653-12eefc4b2fd6,11,127.53349838806086,28.363661055631532,4895144,40578,Marrakesh,Antwerp,MO,BE,Northern Africa,Western Europe,Maroc Telecom,Scarlet Belgium,2020-07-03 16:11:00.243000+00:00,2020-07-03 16:14:16.309000+00:00,6
4968,6bdb6141-904f-4bf0-9670-e295420b7231,bd10cda1-679e-4283-919d-9bb95e6dee0f,6,597.8110688650456,162.3287422815088,7732816,14001,Agadir,Milan,MO,IT,Northern Africa,Southern Europe,Maroc Telecom,Telecom Italia,2020-07-03 17:13:12.690000+00:00,2020-07-03 17:13:43.850000+00:00,17
4501,5fac42fe-1132-423b-9bb7-b610a861b89b,136e044d-1a77-4582-8b54-5adb33c3041e,22,544.1663204846067,159.6290944500422,28641424,57553,Sale,Oslo,UK,NO,Northern Europe,Northern Europe,Virgin Media,Telenor Norge,2020-07-03 22:41:47.380000+00:00,2020-07-03 23:37:45.316000+00:00,8
8977,c5b614ed-91fb-46c1-a75a-1d401d6f3ea0,95394f9e-1635-48f9-b237-5a257c5c95c5,14,322.0145602713771,56.30773212652316,18215696,58064,Casablanca,Saint-Gilles,MO,BE,Northern Africa,Western Europe,Maroc Telecom,Scarlet Belgium,2020-07-03 20:44:17.099000+00:00,2020-07-03 20:54:47.993000+00:00,6
7155,9bc7fa65-0cad-4277-a807-25b5b31e0547,d937b98e-66c4-425d-964a-80051a1ca20c,5,300.0058113676719,54.12963332777345,6402904,21974,Casablanca,Manage,MO,BE,Northern Africa,Western Europe,Maroc Telecom,Proximus Pickx,2020-07-03 22:19:41.041000+00:00,2020-07-03 22:20:39.497000+00:00,32
5880,83d1ebe8-b423-480f-927a-5e7a1dab09f4,9b028a9f-afba-4fa2-b900-17beaf3399f9,5,254.22177120074872,35.30453172502851,6399896,25453,Brussels,Gardner,BE,US,Western Europe,Northern America,Scarlet Belgium,Comcast Cable,2020-07-03 23:40:45.333000+00:00,2020-07-03 23:41:32.792000+00:00,9
2773,3c2cf4d9-6f49-4cb8-985a-23ef1a91de6b,f279f325-7ea0-456f-9e96-739aa68e98ab,39,397.0967500526256,110.03086599184742,50464840,136478,Madrid,Oelde,SP,GM,Southern Europe,Western Europe,Jazztel,Deutsches Forschungsnetz,2020-07-03 09:38:39.265000+00:00,2020-07-03 10:13:24.158000+00:00,12
2135,305595cf-9ddf-466b-904b-315d489f5e7a,d8316075-fe12-44ec-95f9-3b05be07226b,2,55.371718676726665,0.08062052131207831,412848,7456,Barnet,Bromsgrove,UK,UK,Northern Europe,Northern Europe,BT,Sky Broadband,2020-07-03 17:27:19.486000+00:00,2020-07-03 17:27:23.382000+00:00,21
6415,8eac3d5e-cb11-42dc-a504-f2790132083c,f775975e-f56f-41e6-8a0a-37bce626bb6e,3,291.9444297792543,59.31956558975424,3983720,13982,Casablanca,Milan,MO,IT,Northern Africa,Southern Europe,Maroc Telecom,Fastweb,2020-07-03 07:42:18.278000+00:00,2020-07-03 07:43:15.118000+00:00,6
6889,97a73b21-0985-488e-9750-e4f43a665073,e96a15af-0809-4949-a4ff-a250ec335b6d,30,427.00570871776745,139.46965622490907,39022032,102673,Casablanca,Vandoeuvre-les-Nancy,MO,FR,Northern Africa,Western Europe,Maroc Telecom,Renater,2020-07-03 12:06:25.029000+00:00,2020-07-03 13:12:36.445000+00:00,24
5275,717889ec-d724-4d4f-9f8f-71389093d3b0,acdd01db-c5fc-41bf-946b-a54c74515601,36,609.0674705056657,200.01876146871965,46496160,86373,Brescia,Barcelona,IT,SP,Southern Europe,Southern Europe,Fastweb,Jazztel,2020-07-03 23:22:59.672000+00:00,2020-07-03 23:43:15.760000+00:00,16
1798,295e3396-ea34-4fdb-84bc-8be481a4c56e,51c74d94-180b-4e1e-b9d0-66442d928a23,245,385.7300192405548,118.21385669668226,313164760,887369,Rotterdam,Kyiv,NL,UP,Western Europe,Eastern Europe,Ziggo,Volia,2020-07-03 12:15:07.370000+00:00,2020-07-03 13:23:18.949000+00:00,6
5190,6dfc2593-3517-4c47-8586-fef2e8cd5e8f,0daf29ec-92da-40ec-887a-8eae4ed8fa23,2,170.26321245074664,34.80064136033303,888112,5330,Ouarzazate,Casablanca,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 12:25:11.437000+00:00,2020-07-03 12:25:14.562000+00:00,11
6568,922e6706-a757-4a07-a276-83a69f218f30,a0f57283-7ee9-4331-86ce-3d7a2912b2b4,17,566.6125732293837,209.684931892355,21931704,43377,Madrid,Mannheim,SP,GM,Southern Europe,Western Europe,Masmovil,O2 Deutschland,2020-07-03 20:21:44.891000+00:00,2020-07-03 20:25:33.213000+00:00,7
6887,97a73b21-0985-488e-9750-e4f43a665073,b2ecdb12-971e-477b-ab8d-95ed7211c5dc,6,497.1524347620965,169.65975649666976,7654608,17052,Casablanca,Toulouse,MO,FR,Northern Africa,Western Europe,Maroc Telecom,Orange,2020-07-03 12:10:33.567000+00:00,2020-07-03 12:11:48.637000+00:00,24
8012,adf59817-acb9-4106-8c67-951c53260ef2,6a1019dd-295e-4e14-9a28-e90102f091ec,26,306.11347692290883,74.41920151827568,33239152,114370,New Rochelle,Geluwe,US,BE,Northern America,Western Europe,Optimum Online,Telenet,2020-07-03 17:35:58.343000+00:00,2020-07-03 18:00:44.354000+00:00,6
719,10a0399e-f55b-48a5-a8fe-9114e67e7fd7,9c8d796e-01d9-49a7-acfc-b67bc67bac5f,8,376.831054473987,135.07251211541885,10350528,30396,Zwanenburg,San Sebastián de La Gomera,NL,SP,Western Europe,Southern Europe,KPN,Jazztel,2020-07-03 22:37:46.050000+00:00,2020-07-03 22:43:33.221000+00:00,6
4836,69205a69-3d92-4e41-86f0-6e922ae8ca4b,84928386-dd4a-494c-ab60-a20a8059fd0e,30,414.97342641998637,142.0123706564217,39115280,106042,Greenwich,Atessa,UK,IT,Northern Europe,Southern Europe,TalkTalk,Vodafone Italia DSL,2020-07-03 17:02:33.341000+00:00,2020-07-03 17:11:41.860000+00:00,43
7242,9e52360a-7b35-46e3-a313-b60cb447f28a,f1b7bb75-5850-4f56-9d14-39ddd6fce567,2,245.51379924981745,1.7641350719981865,2596656,10577,Rabat,Kongens Lyngby,MO,DA,Northern Africa,Northern Europe,Maroc Telecom,TDC Danmark,2020-07-03 12:39:23.556000+00:00,2020-07-03 12:47:36.977000+00:00,7
7446,a0bd0409-52c1-43fd-bcfd-e886ee240542,ef4c353a-0b2b-444d-9a45-7141797f5c87,5,312.52201998204725,15.130203722615615,6490136,20813,Casablanca,Zutphen,MO,NL,Northern Africa,Western Europe,Maroc Telecom,KPN,2020-07-03 23:06:35.198000+00:00,2020-07-03 23:11:40.825000+00:00,23
7338,9fdcc084-460b-4ab3-918d-c9f49f31c616,e1f99275-4b61-41bd-b39b-b9bb23b044b8,6,312.33074492875477,86.36410122994175,7729808,26286,Paris,Montreal,FR,CA,Western Europe,Northern America,Free SAS,Virgin Mobile DSL,2020-07-03 15:40:21.093000+00:00,2020-07-03 17:35:53.287000+00:00,14
1819,299995a7-70df-48c5-8a96-8c61b501d13c,e3c3aed3-66a2-46e6-8138-b311abf24fc5,5,289.2122227817832,65.15127101825759,6372824,22911,Rabat,Barcelona,MO,SP,Northern Africa,Southern Europe,Maroc Telecom ADSL,Masmovil,2020-07-03 22:00:01.569000+00:00,2020-07-03 22:01:26.389000+00:00,16
350,0781cb34-44a7-4786-8a5b-24010ba1d805,67014b26-07c1-4b50-9307-c4941ef7fcbb,17,354.97015371609734,72.08908241936149,21961784,64633,Zaragoza,Granby,SP,CA,Southern Europe,Northern America,Telefonica de Espana,Videotron Ltee,2020-07-03 22:06:02.142000+00:00,2020-07-03 22:28:13.711000+00:00,9
3426,489fe3d3-b8bd-4e4c-b810-c477387507b7,b2ecdb12-971e-477b-ab8d-95ed7211c5dc,45,469.64447659333376,128.92470557597764,56841048,128951,Tuili,Toulouse,IT,FR,Southern Europe,Western Europe,Vodafone Italia DSL,Orange,2020-07-03 12:06:25.384000+00:00,2020-07-03 12:26:21.854000+00:00,12
4602,632f6280-0baa-4aef-b098-eb3ecdb4f997,2b7b1dab-3c7f-4861-bebe-6c355d6c142b,16,294.4645401372214,55.74161884733088,20589760,72195,Cardiff,Jacksonville,UK,US,Northern Europe,Northern America,Virgin Media,Comcast Cable,2020-07-03 00:11:29.596000+00:00,2020-07-03 00:31:54.699000+00:00,6
3346,473132aa-ed4a-40b3-89f7-ae0725dfa489,174958de-2e6a-45b9-a3c3-f4dba4461be5,25,441.823198163662,155.09484523909367,32246136,80577,Skegness,Crosne,UK,FR,Northern Europe,Western Europe,Vodafone Broadband,Free SAS,2020-07-03 11:34:39.299000+00:00,2020-07-03 11:48:15.751000+00:00,9
2916,3de1c9d8-f2e8-43d0-931d-8b938c791412,4d72b6d2-b21a-4713-b39e-59c39621c865,7,430.0950443283491,97.07968700730794,9113864,22396,Saint-Etienne-de-Valoux,Valencia,FR,SP,Western Europe,Southern Europe,Free SAS,Jazztel,2020-07-03 21:14:20.598000+00:00,2020-07-03 21:15:50.136000+00:00,7
3317,457c1fdb-d1f8-4258-a025-9c539330f0e6,d14be73b-316e-484f-b804-ac38e7c15c4a,3,274.15644631678526,46.92619286387219,3776168,14015,Jeddah,Raleigh,SA,US,Western Asia,Northern America,SaudiNet,Spectrum,2020-07-03 19:31:13.796000+00:00,2020-07-03 20:22:32.101000+00:00,7
1282,1dba922f-26d4-427d-8ea7-c462a6f11f5f,a0f57283-7ee9-4331-86ce-3d7a2912b2b4,10,329.84309374919224,185.4009026045497,10492656,36154,Toulouse,Mannheim,FR,GM,Western Europe,Western Europe,Bouygues Telecom,O2 Deutschland,2020-07-03 20:13:11.914000+00:00,2020-07-03 20:22:01.186000+00:00,14
11416,fcfe0eaa-b8d6-4e58-80b7-57bb6cf89149,5e07557b-9d86-4d87-b654-61bfe2006b3f,67,455.98159539299496,148.75189093154455,86763880,211795,Strasbourg,Watermael-Boitsfort,FR,BE,Western Europe,Western Europe,SFR,Scarlet Belgium,2020-07-03 21:13:00.558000+00:00,2020-07-03 21:31:13.412000+00:00,8
1715,274efa91-1318-4983-8940-f04d97e14371,3dbbeda9-8444-402a-8ae7-fa20ffeaefb3,14,407.3234180134433,113.97634004230511,18170576,47854,Leiden,Pilar de la Horadada,NL,SP,Western Europe,Southern Europe,Euronet Communications B.V.,"Concisa, Comunicacion, Marketing y Servicios S.L.",2020-07-03 16:13:02.810000+00:00,2020-07-03 16:36:16.297000+00:00,8
2259,34218493-ed4b-4669-8191-68e877d743a7,7ba7b5eb-bea4-42cd-9c85-b971458d63c7,6,180.10736985385373,19.951050146849685,5512912,30969,Ravenna,Cardiff,IT,UK,Southern Europe,Northern Europe,Telecom Italia,Virgin Media,2020-07-03 19:47:19.878000+00:00,2020-07-03 19:48:36.127000+00:00,13
1992,2dd057c8-bd45-4059-91a3-cfd0f962c531,b991f564-2959-4024-bab7-eca59362eabd,25,408.52530073222067,133.5413695875757,32285240,86937,Agadir,Madrid,MO,SP,Northern Africa,Southern Europe,Maroc Telecom,Masmovil,2020-07-03 13:07:18.750000+00:00,2020-07-03 13:19:42.290000+00:00,15
1626,24220250-fe96-4815-aa12-8a98c29f03df,f13b72e7-3b45-49fa-bf51-3b0dc6964fb4,3,301.54425016442633,26.851894506855366,3983720,13289,Rabat,New Rochelle,MO,US,Northern Africa,Northern America,Maroc Telecom,Optimum Online,2020-07-03 22:13:48.688000+00:00,2020-07-03 22:20:22.764000+00:00,16
5526,79196f14-06a8-40ba-bc25-ed2dd596a75d,3cd5d47d-160d-4d7d-9bf3-0c03c8c84ce4,7,97.36238341001052,18.35434645374903,3127944,33099,Fes,Lochem,MO,NL,Northern Africa,Western Europe,Maroc Telecom,KPN,2020-07-03 21:48:22.671000+00:00,2020-07-03 21:48:59.871000+00:00,8
206,03df5e74-fd0f-47b9-9d93-ca3114e60f25,489d61b7-bd23-4152-b591-62e3c56beec2,9,559.9672325500031,219.02486406423137,11602232,24358,Audincourt,Rabat,FR,MO,Western Europe,Northern Africa,Bouygues Telecom,Maroc Telecom,2020-07-03 11:59:17.254000+00:00,2020-07-03 12:01:54.517000+00:00,18
1303,1e95b483-6a4e-4935-80fc-f74d43ac78af,57381c64-775b-4148-9408-6f498a21fe1a,229,302.9355507551715,78.56437102111218,293955672,1034960,Columbia,Herstal,US,BE,Northern America,Western Europe,Spirit Communications,VOO,2020-07-03 18:00:17.554000+00:00,2020-07-03 21:33:27.602000+00:00,28
9323,ce29ed15-1f5f-4892-9c87-97dfe52626e1,b0527f5d-9615-41f7-b00d-7c57fbb6031f,86,543.286227349427,176.84893802199434,111328336,226958,Veenendaal,Libramont,NL,BE,Western Europe,Western Europe,KPN,Scarlet Belgium,2020-07-03 20:50:24.157000+00:00,2020-07-03 21:36:06.701000+00:00,9
4338,5d352eff-0be8-4051-8f19-0d8680ecfb27,71ef2653-338b-43b7-85f2-8abc5b29b897,3,295.6341209332674,61.86864122986919,3914536,13627,Cologne,North Bergen,GM,US,Western Europe,Northern America,NetCologne GmbH,Digital Ocean,2020-07-03 20:20:14.731000+00:00,2020-07-03 20:20:51.388000+00:00,11
4847,693992c9-db37-444a-9f34-e973bbde0c1d,444da8c9-0813-4eb0-8183-bb53750269ca,12,305.6936923242705,67.8233497274267,15637088,53125,Casablanca,Salé,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 11:41:09.078000+00:00,2020-07-03 11:55:15.685000+00:00,17
5965,85629ae2-ea7b-44d8-a82e-83d7ffddedfc,8b583aa1-d5fd-4ed3-a22d-8e5cbe95a159,8,508.1872908793579,85.62183487372945,10491904,21153,Tavira,Kharkiv,PO,UP,Southern Europe,Eastern Europe,"Nos Comunicacoes, S.A.",Triolan,2020-07-03 20:37:22.689000+00:00,2020-07-03 20:41:29.524000+00:00,12
10213,e106e753-b8d6-4a50-b1a2-3a0b046fdd3b,6d0f0234-a2fe-4395-a8f4-985567ca5790,267,48.84536450565602,13.117992018542425,47383332,1031268,Le Plessis-Bouchard,Toulouse,FR,FR,Western Europe,Western Europe,Free SAS,Free SAS,2020-07-03 12:29:34.463000+00:00,2020-07-03 14:00:21.759000+00:00,11
5360,736b0769-2f39-4772-af59-3a444f87e2e0,797e8990-88c2-4de1-829b-5b6377f82f35,15,698.8665659807165,259.67419040301115,19271880,31217,Caen,Tours,FR,FR,Western Europe,Western Europe,Orange,SFR,2020-07-03 19:02:43.894000+00:00,2020-07-03 19:09:13.718000+00:00,12
828,136e044d-1a77-4582-8b54-5adb33c3041e,3e1a3142-c665-4f99-8821-916db7a60183,8,531.8520509440766,176.79539662308628,10413696,21980,Oslo,Hasselt,NO,BE,Northern Europe,Western Europe,Telenor Norge,Telenet,2020-07-03 22:03:19.708000+00:00,2020-07-03 22:11:49.808000+00:00,23
721,10a0399e-f55b-48a5-a8fe-9114e67e7fd7,8ba04243-1718-48b4-8ee5-6da1abdad191,2,253.2896901980701,3.469527696495412,2578608,10182,Zwanenburg,Laval,NL,CA,Western Europe,Northern America,KPN,Bell Canada,2020-07-03 22:48:01.478000+00:00,2020-07-03 22:48:19.310000+00:00,6
3564,4c04e054-f0f9-4fea-b053-8f7c06946f83,8419f8f0-1dcf-4a4b-b5ff-2e8c260e5e85,56,448.1016992442227,190.35202298057996,71888192,190462,White Plains,Gatineau,US,CA,Northern America,Northern America,Optimum Online,Videotron Ltee,2020-07-03 21:02:44.137000+00:00,2020-07-03 22:56:03.119000+00:00,21
340,0755bb37-0737-48b6-8fe1-a49f1b3cf26f,3c3bd3a2-e0be-49e5-a3c0-29995ff86703,28,511.8687077500073,239.10904254613587,35832800,84457,Agadir,Paris,MO,FR,Northern Africa,Western Europe,Maroc Telecom,Wifirst S.A.S.,2020-07-03 22:13:50.973000+00:00,2020-07-03 22:47:05.823000+00:00,18
9970,da557df5-5ba2-4e19-8670-ade1629e78c5,3b4d7001-cfb3-4e2a-8dee-3a58b1f09614,2,238.12207267239717,21.15731632446325,2545520,10718,Meknes,Frankfurt am Main,MO,GM,Northern Africa,Western Europe,Maroc Telecom,Unitymedia,2020-07-03 14:42:53.751000+00:00,2020-07-03 14:42:59.159000+00:00,8
9847,d8468b3c-914c-4957-ac7b-b3c92f3f97ec,a00d3e96-a5be-4a2c-a468-1cf8df5492f7,18,664.6446680753177,302.0881569806442,23721840,43430,Liège,Budapest,BE,HU,Western Europe,Eastern Europe,Proximus Pickx,Kalasznet Kabel TV Kft,2020-07-03 21:01:10.705000+00:00,2020-07-03 22:34:45.665000+00:00,14
65,01880735-1d29-443a-b04f-10879dab4ca3,083ba8cc-e623-42dd-a427-175dbd172937,2,326.98039936137786,58.746718583001694,2692912,8410,Rabat,Casablanca,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 12:20:23.690000+00:00,2020-07-03 12:22:27.788000+00:00,19
2638,3b385322-3f87-4ff8-8be1-00760e0b6313,8204c4c8-a698-41dc-a6e0-5ee35ef48cab,26,309.45075253338666,72.65055911270962,33356464,113583,Rabat,Cardiff,MO,UK,Northern Africa,Northern Europe,Maroc Telecom,Virgin Media,2020-07-03 01:44:47.879000+00:00,2020-07-03 01:52:40.778000+00:00,24
174,0393280c-7cce-4845-b7be-3d37862dfa6a,1a7242ce-8620-4632-8f06-18585853bfdc,4,228.9108030438602,9.360989494291262,5076000,22184,Champigny-sur-Marne,Laval,FR,CA,Western Europe,Northern America,SFR,Bell Canada,2020-07-03 18:49:31.050000+00:00,2020-07-03 18:54:37.472000+00:00,19
955,16f5bcdb-c911-4d0e-88da-0715f05f501f,f72a5f64-bd52-487e-93e5-6952e228cfbb,192,427.3351576260012,105.92794994770948,247922368,628401,Wirral,Amsterdam,UK,NL,Northern Europe,Western Europe,Sky Broadband,Tele2 Nederland,2020-07-03 23:09:48.215000+00:00,2020-07-03 23:50:12.598000+00:00,23
4885,6a1019dd-295e-4e14-9a28-e90102f091ec,71d27596-82af-4308-9522-421fce324ab0,4,484.26701474080755,215.37604773533104,5060960,11860,Geluwe,Colombes,BE,FR,Western Europe,Western Europe,Telenet,Bouygues Telecom,2020-07-03 18:04:39.391000+00:00,2020-07-03 18:10:11.038000+00:00,23
5202,6ee4859e-6372-43c1-b651-44858ca1fc14,aedcc08a-e685-4ae6-8212-d92e972d2346,4,305.42301144740077,59.79847092095219,5142176,17309,Salé,The Hague,MO,NL,Northern Africa,Western Europe,Maroc Telecom,KPN,2020-07-03 12:01:00.734000+00:00,2020-07-03 12:03:01.569000+00:00,16
10891,f20f1916-3bd4-4284-b1a2-d529888b5478,b52bf9a5-da52-4e61-b97b-aeb73bf81d11,28,480.4066426896331,179.9690994834332,36010272,86019,Greenwich,Longueuil,UK,CA,Northern Europe,Northern America,TalkTalk,Bell Canada,2020-07-03 20:02:19.426000+00:00,2020-07-03 20:08:07.041000+00:00,18
2664,3b4d7001-cfb3-4e2a-8dee-3a58b1f09614,9b595ef8-1951-4bf7-81a0-130f9d3595c3,3,291.90689032770354,72.28372280087008,3827304,13203,Frankfurt am Main,Cartagena,GM,SP,Western Europe,Southern Europe,Unitymedia,"Concisa, Comunicacion, Marketing y Servicios S.L.",2020-07-03 12:37:01.079000+00:00,2020-07-03 12:39:11.735000+00:00,16
7166,9c5b7e07-c04b-4295-bc55-9339ab2a6050,1abfcb79-07e2-45a7-9703-8ccf22dda785,8,34.68597740821943,11.040638558951413,1498172,45400,Algiers,Biskra,AG,AG,Northern Africa,Northern Africa,Algerie Telecom,Algerie Telecom,2020-07-03 14:09:59.686000+00:00,2020-07-03 14:12:53.072000+00:00,8
3744,4fe78440-cf98-4a36-8afb-83fb6e61f332,4abff286-17d8-4559-b062-821a601dffc7,7,65.538682495652,11.166198624361426,3142984,48979,Marrakesh,New Port Richey,MO,US,Northern Africa,Northern America,Maroc Telecom,Spectrum,2020-07-03 22:39:08.095000+00:00,2020-07-03 22:42:51.572000+00:00,6
1341,1f65f644-48ad-42b7-9e83-4884abc65e25,1b5e5173-914d-4614-baab-576f19e12660,6,188.88250030943698,25.761340809535103,3148624,17491,Monsummano Terme,New Rochelle,IT,US,Southern Europe,Northern America,Telecom Italia,Optimum Online,2020-07-03 16:48:20.167000+00:00,2020-07-03 16:48:40.075000+00:00,14
4752,67469ebb-3ab0-4175-89af-25b1c4353025,2e1f7c31-f1ca-442f-8084-4619bd7e04ae,4,376.64921559937227,142.31670184211944,5205344,15495,Edmonton,Montreal,CA,CA,Northern America,Northern America,Shaw Communications,Cogent Communications,2020-07-03 17:18:07.977000+00:00,2020-07-03 17:21:09.684000+00:00,8
10385,e44f2b7f-006f-4499-8fd4-986705d4c1e3,318316b4-0d7e-45bc-81c7-2e12a4b0d742,48,620.5591148316263,253.3888447549873,61754240,119643,Zamora,Sermaise,SP,FR,Southern Europe,Western Europe,Vodafone Ono,Wifirst S.A.S.,2020-07-03 11:57:26.505000+00:00,2020-07-03 12:14:59.221000+00:00,19
5686,7db112ac-01d3-4a95-ada0-b42b5bc71e31,e40294d9-faea-49ec-93ce-27ab37e9954c,20,327.47367413384234,74.56260464294314,25936480,82804,Casablanca,Lochristi,MO,BE,Northern Africa,Western Europe,Maroc Telecom ADSL,Orange Belgium,2020-07-03 22:57:41.943000+00:00,2020-07-03 23:09:40.294000+00:00,10
1993,2dd057c8-bd45-4059-91a3-cfd0f962c531,3b4d7001-cfb3-4e2a-8dee-3a58b1f09614,4,129.93493376183773,30.639670735577475,1788256,14302,Agadir,Frankfurt am Main,MO,GM,Northern Africa,Western Europe,Maroc Telecom,Unitymedia,2020-07-03 12:20:42.577000+00:00,2020-07-03 12:21:12.754000+00:00,15
10723,ed6af021-520f-494f-9507-53c402deb343,4482439a-270f-45af-a253-5ad0dede1ea8,9,297.66016346578493,53.084045677977905,11554104,39934,Tourouvre,White Plains,FR,US,Western Europe,Northern America,Orange,Optimum Online,2020-07-03 21:21:51.795000+00:00,2020-07-03 21:23:55.622000+00:00,12
5417,748d4528-ecbe-4005-9623-0614b8e5347f,fe54e866-f73a-4c6b-8998-cdab54f20b1f,20,427.24341357798943,138.99694546609805,25575520,66310,Bologna,Limoges,IT,FR,Southern Europe,Western Europe,Telecom Italia,Bouygues Telecom,2020-07-03 20:56:17.539000+00:00,2020-07-03 21:02:39.357000+00:00,6
8190,b21ee611-dc0d-4bca-9c64-34a514bb0b1d,9a9f2dd0-e267-4618-ad02-b03a2f25f86e,6,346.650092999984,96.45593665935968,7675664,23544,Vandoeuvre-les-Nancy,Kongens Lyngby,FR,DA,Western Europe,Northern Europe,Renater,TDC Danmark,2020-07-03 18:53:31.987000+00:00,2020-07-03 18:58:48.158000+00:00,21
8595,bdc93b02-3478-4552-b771-06c6a02af9eb,df37c64f-119b-43f7-9aaa-84f76a049476,19,414.31062414972763,96.62644004215852,24468200,62407,Wallers,Frankfurt am Main,FR,GM,Western Europe,Western Europe,Free SAS,Unitymedia,2020-07-03 16:32:39.717000+00:00,2020-07-03 16:34:00.784000+00:00,17
8066,aedcc08a-e685-4ae6-8212-d92e972d2346,af86d150-323f-4288-9c1f-462a5dc2c753,22,568.9007615658384,191.19739604251865,28752720,57102,The Hague,Paris,NL,FR,Western Europe,Western Europe,KPN,Free SAS,2020-07-03 12:18:09.965000+00:00,2020-07-03 12:26:24.949000+00:00,7
1064,1969abfd-2ea5-4f47-9c4f-4d6bb3cd85cb,0a4fd982-317c-46ab-baba-e7eb989f1816,28,232.70617263649277,59.38585475919774,30950816,132913,Toulouse,Lochem,FR,NL,Western Europe,Western Europe,Bouygues Telecom,KPN,2020-07-03 20:35:35.462000+00:00,2020-07-03 20:57:52.152000+00:00,15
11418,fcfe0eaa-b8d6-4e58-80b7-57bb6cf89149,0db5d62b-e33e-42e5-ae96-c21ebe565cb2,2,311.691595682639,106.8579799203196,2617712,8883,Strasbourg,Roscrea,FR,EI,Western Europe,Northern Europe,SFR,Vodafone Ireland,2020-07-03 21:14:44.627000+00:00,2020-07-03 21:14:56.304000+00:00,8
9687,d57dfd08-cc0b-4cf0-a164-42be33a23dd7,65093eb0-e45e-42c7-8d14-e2d8253e0349,108,189.79626077422563,110.85301151047128,13873272,107229,Aubervilliers,Colombes,FR,FR,Western Europe,Western Europe,Free SAS,Orange,2020-07-03 20:49:57.531000+00:00,2020-07-03 21:13:03.288000+00:00,25
7273,9ec90b92-1a80-46b5-a81b-01e812d45795,084449db-c727-4851-ab66-182950b19121,5,308.40041842626863,76.24354444464164,5753176,19328,Düsseldorf,Surbiton,GM,UK,Western Europe,Northern Europe,Vodafone DSL,BT,2020-07-03 22:06:04.892000+00:00,2020-07-03 22:08:40.778000+00:00,12
